0.000341740210863677+-0.000629479593289286i,-0.000158716750509652+-0.00017939695401854i,-0.000180957077857156+-0.000473016207512461i,-0.000156651767615831+-9.55553998545472e-05i,3.47277715753723e-05+4.2708262645866e-05i,-0.000261749800964096+-2.96378403572183e-05i,-4.30268256217041e-06+-0.000231547675137327i,-4.43943444313081e-05+2.26210688776393e-05i
0.000177089135361311+-0.000504337851921314i,0.000283827089040028+0.000118683047019352i,0.000143670299904429+8.36984042671925e-05i,0.000144205951079945+8.07915889186654e-05i,0.000417400130261552+-0.000377989387273364i,1.3698357600911e-05+-0.000150455281820946i,-0.000115072531838809+0.00051966759539962i,-5.95104036363231e-05+-2.32943376459115e-05i
-0.00036717818922359+-4.61494083337427e-05i,-0.000155704551972311+9.57926673358265e-05i,-1.50885608871462e-05+0.000385508036249972i,-0.000103306660027273+-4.64237824256142e-05i,0.000434107389022402+-0.000288455957531962i,0.000192665632261928+0.000192532055548419i,0.000192151800892586+-0.000373871915266703i,0.000121311764395286+4.42405168295908e-05i
-0.000657060716889004+-0.000203779558253959i,-4.31506836839316e-05+-0.000234550832151797i,-0.00014972980586636+-0.000531760946330058i,-3.39607092757044e-05+5.17113109595597e-05i,-0.000183744696989206+-7.7127958707599e-05i,-0.000216822986635638+4.49628404661536e-05i,-0.000144508424843583+-9.84307925117005e-05i,-0.00015861563669932+-9.15040105499211e-05i
-0.000124543248218212+-0.000494233951182119i,0.000173245226037531+1.33874679230251e-06i,0.00022758923432569+0.000227349980536486i,0.000100983639651345+2.92525129876613e-05i,-0.00075101703124528+-0.000468570840737382i,0.000109043305242945+-0.00024074645721331i,-2.21941064328847e-05+0.000482307032677035i,0.000113253805865099+0.000113989056784424i
0.000536443929424314+-0.000137242635557157i,-0.000205566269049214+0.000219578925920087i,-0.000157284767622217+0.000260195557470603i,-0.000157260865158396+-1.5140430101135e-05i,-0.000485611532199935+-0.000556641928617933i,1.61938035551406e-05+6.00230897670962e-05i,0.000195299661060498+-0.000439764496238568i,5.89769873950473e-07+-5.56184793665431e-05i
0.00067140107278049+2.61004353663786e-05i,0.000217275827005546+-0.000118996868668572i,-1.62995224179941e-05+-0.000455934867428815i,0.00012991337036588+6.31434826797886e-05i,9.01704592091579e-05+-0.000272994979134947i,-0.00020402323366603+0.000181956105222543i,-0.000271511827410128+9.96048445096349e-06i,-4.36259684545526e-05+6.77765368371413e-05i
0.000346274307619682+-0.000111513497427557i,7.64878495679659e-05+-0.000128114703011436i,0.000203650261817414+0.000210389596998063i,-0.000109742476470719+-7.21526371997059e-05i,0.00059487522151197+-0.000103181313850888i,0.00037596450529725+-0.00015860808688677i,0.000202295064918843+0.000303224288580221i,0.000121089757540492+-5.60040354363386e-05i
-0.000350099535906115+3.66909886041724e-05i,-0.000363474489174642+0.000177101018588133i,-0.000285551985856235+7.81209793994047e-05i,-1.86063634345017e-05+9.05080647755146e-05i,0.00062312994936021+-0.000202039008312336i,-0.000147565701941299+-5.80562902642303e-05i,-5.91323151238587e-06+-0.00029496924590508i,-0.000126345521845549+-3.45057765642995e-05i
-0.000713527589152728+0.000200971602283715i,0.000340452744786716+-1.22573020078162e-05i,0.00018301311170972+-0.000291236100139468i,5.14584313690667e-05+-7.11334566271979e-05i,-0.000197492604721445+-0.000439748134434076i,-0.000170680194789296+0.000183382959464665i,-0.000186919359222204+0.000125139871188067i,0.000112471342163538+1.56759940584575e-05i
-3.42025390266873e-05+0.000252298882553832i,-0.000104435191361124+-0.000151527433263066i,2.47965236815291e-05+0.000271877902914993i,-0.000112357440942339+9.71717970403122e-05i,-0.000812384871576264+-0.000479738072147449i,0.000373693481572369+-8.14025487372321e-05i,0.000222140093943338+0.000244419474105435i,-5.25560988237341e-05+-6.92584958094569e-05i
0.00075578397265441+0.000208530713576118i,-0.000224237931762272+0.000113520453635799i,-0.000171346808072345+0.000163095926745859i,0.000189571097371268+-1.70602603028028e-05i,-0.000333207731401754+-0.000528219758527533i,-0.000307753217024118+-8.4713857205611e-05i,-9.45124135183534e-05+-0.000364495743434272i,1.6492284709671e-05+5.51766867873121e-05i
0.000584521795543503+-4.00020675050723e-05i,0.000337714156173022+2.5763986860859e-05i,0.000180255137312385+-0.00039415662351801i,-0.000132444032402491+-1.89979055491239e-05i,0.000597912364406053+-0.000590980511477483i,-7.15096763562478e-06+9.42270897475562e-05i,-9.24732970486899e-05+-3.20952037038553e-05i,8.69828097121295e-05+-0.000109383501792468i
-0.000342139884811569+5.34863361841367e-06i,-0.000195145820961412+-4.26206624855742e-05i,-3.9050008922758e-05+0.000135194149388019i,7.79703101306866e-05+7.04906683684216e-06i,0.000765519215306634+-0.000569108272131444i,0.000209881031071884+-1.66903275163117e-05i,0.000241513589691695+0.000329898484810966i,-0.000159497457779043+8.10079148379739e-05i
-0.000826484971528801+0.000146491553965619i,-1.81122072584843e-05+4.15053567996458e-05i,-0.000196058700584241+0.000168349392390047i,2.78864752542598e-05+-7.32164072437493e-05i,-1.49660173943165e-05+-0.00049405341357829i,-0.000247244365155803+1.4287589149536e-05i,-0.000222257318533558+-0.000281729978248455i,0.000135538458389444+-6.28417339350937e-05i
-0.000309352863314942+-3.61424389078273e-05i,0.000163274175028194+-3.45732435118639e-05i,0.000333124356417945+-0.000360387925608811i,-0.00010688639923476+5.14645320503427e-05i,-0.000728218634541357+-0.000352834183540203i,0.000113710210825386+5.39606467201296e-05i,5.21641350154572e-06+2.40712762455934e-05i,-0.000119727951900574+2.84932725884771e-05i
0.000479084453110746+-5.89416117753116e-05i,-0.00015402053209949+-6.83499391953692e-05i,-0.000251409502689451+0.00015080583587829i,0.000134918444377167+-0.000126504772178317i,-0.00053758763478751+-0.000397919460198342i,4.36216185966604e-05+-5.38747289741948e-05i,0.000254412609918847+0.000322934653970674i,8.64686184409261e-06+-2.15877601187706e-06i
0.000570542341181617+0.000328360954940481i,4.15763419448844e-05+0.00010499735382155i,-2.80050512544554e-05+0.00018462800312902i,-0.000155601957856383+4.10004089310792e-05i,0.000138423888252325+-0.000373026054532131i,-0.000157604974829138+-4.70866795175701e-05i,-0.000372728352136716+-0.000241350095923971i,1.19271807374655e-05+-2.83797560446742e-05i
0.000157639172844062+0.000478013670866993i,0.000186865501438613+2.7970348649584e-06i,0.00029792612130261+-0.000292876127043137i,0.000115479712817236+-0.000118554895353019i,0.00034545006714326+-0.000234624894421276i,9.19930716476483e-05+0.000150793977595325i,0.000190193693141287+-1.63227781135859e-05i,-0.000111197087498508+6.32785368449127e-05i
-8.22304571021059e-06+0.00019911969786569i,-0.000188800414849088+-0.000139488689917236i,-0.000284133698970562+0.000141384914824332i,-4.59782223263495e-05+9.44187939407156e-06i,0.000243265086268525+-0.00020322109892981i,0.000144895868506451+-3.02828832080542e-05i,0.000132468092208939+0.000301649939059495i,0.000135901616858915+-5.3691677567963e-05i
-0.000118843643392271+0.000121641305007392i,1.13269825706584e-05+5.76667388332467e-05i,2.22854813025059e-05+0.000236786364091475i,-2.49122071393711e-05+7.14894925940698e-07i,0.000195353331814839+-0.000368356596387372i,-0.000286702755088611+-0.000107843661397444i,-0.000294378200886018+-0.000279816866852798i,-0.000120252368680567+9.75832334052505e-05i
-0.000175298703659957+0.000252710680906212i,0.00026755941074432+6.23088462011747e-05i,0.000242213507551246+-0.000340099076775138i,0.000130474120082591+-5.05393752431844e-05i,7.60761432875605e-05+-0.000527042859864806i,0.000230464244428413+0.000110479673491839i,0.000172177762225295+-4.26306070383522e-05i,7.56192039098036e-05+-5.70933033224234e-05i
-0.000181051314795125+0.000287700489167343i,-0.000381842061252018+-0.000145689517367815i,-0.000275080376170232+0.000182917612119805i,-0.000110514127891524+4.04541984565167e-05i,1.02128261168093e-05+-0.000315393926601875i,0.000151678229046919+1.12349321683452e-05i,8.67665811949943e-05+0.000268381271538689i,-1.94826472305366e-05+0.000106302200453588i
-0.000227406145484989+0.000161358039413384i,0.000105816377566088+5.76088897011763e-05i,0.000118268739675995+8.20163107915632e-05i,0.000144014708615285+-8.76267311676294e-05i,-0.000134979050312277+-0.000195782362335624i,-0.000399256832124532+-0.000120152441957177i,-0.000221124161867124+-0.000314749595405573i,-0.00011697843529104+-5.07514253915626e-06i
-1.57673537901905e-05+8.75044079646791e-05i,0.000251626337282076+0.000112307371619103i,4.73621235409717e-06+-0.000292097584320492i,-2.8813253186163e-05+7.60351191270576e-05i,-0.000394436752727161+-0.000465795332865609i,0.000304153465795476+0.000112139279835359i,0.00021105019210867+0.000124651024255311i,7.81446039449031e-05+1.15575247025755e-05i
0.000484609572801877+0.000139637440154643i,-0.000357653513330479+-0.000157469783952765i,-0.000138769832840895+0.000251137660445319i,-3.99028595462491e-05+-8.81012683467688e-05i,-0.00029689421425486+-0.000366929222654862i,2.28402130498883e-05+0.00010830943300795i,-0.000254558655685031+0.00014907542679617i,-0.000137022571159652+6.60519672534348e-05i
0.000639954321181411+5.37917466395008e-05i,0.000144492798297089+-5.38822062820739e-05i,0.00032555495986234+-2.59477687264514e-05i,6.99635065152199e-05+6.38497398420641e-05i,0.0003844852752539+-0.000239801861497347i,-0.000266526720130644+-0.000158298609882076i,4.4540340455612e-05+-0.000259082348555668i,4.34675434270847e-05+-3.85951998578832e-05i
-8.58018364256571e-05+5.955472387835e-05i,6.25342409044735e-05+0.000196899518871689i,-0.000170319580370901+-0.000169584107964668i,-0.000126225123395965+-3.3688536524043e-05i,0.000886469770965242+-0.000319919123467822i,0.000221582574427742+7.42372628503662e-06i,0.000221014394837687+0.000164888700043408i,8.30565481929824e-06+7.98289850302913e-05i
-0.000869747243732741+0.000262894234767233i,-0.000163760067453979+-1.26424505003696e-05i,-0.00011368349553202+0.000247758829375675i,8.35818813843662e-05+-1.63715456955616e-05i,0.000368098623991483+-8.07100768114486e-05i,-0.000104758956246651+0.000231246045465796i,-0.000211132587837536+1.98121521779959e-05i,-7.43439358189745e-05+-9.66024896469281e-05i
-0.000767712482923061+0.000166463057381326i,0.000174716873639026+-0.000156200293004894i,0.00022562166229605+-0.00017395363801463i,-6.70279078239602e-05+3.15893279829554e-05i,-0.000552642157708073+-0.000138840367308931i,-7.41121225269688e-05+5.94358124388325e-06i,-6.57792643857935e-06+-0.000314491019103373i,0.000148699929362712+6.22823643204336e-05i
5.1425536392661e-05+-1.4409228755399e-05i,-3.86270243244614e-05+5.99434252853987e-05i,-0.000130623266761866+-0.000333056152751899i,-7.16719127578879e-05+-7.84278735724024e-05i,-0.000924886044331193+-0.000428432524745692i,0.000185066979459163+-6.50996372163169e-05i,0.00018033180874182+0.000331676645801472i,-9.57603786425146e-05+-7.99384819235485e-05i
0.000768803655844681+0.00017165712329582i,-0.000134573147503531+7.71635411351833e-06i,-2.15519372358981e-05+0.000478925640929536i,7.68911927774444e-05+6.92427094706714e-05i,-0.00044306633253061+-0.00044425683440907i,-0.000121144811631249+0.000125837435745202i,-0.000217472208654218+0.000208350017051i,0.000100957171648831+9.31110587652008e-07i
0.000741567590375345+0.000136636897010355i,0.000165011544035136+-0.000150468110910502i,0.000138778680220878+-3.06086253143563e-05i,-0.000157680005273652+-9.77781328248288e-05i,0.000358567556785407+-0.000477458178881026i,-7.70913187620575e-05+-5.56732162409997e-05i,0.00017087271520138+-0.000533371116376236i,4.7995230768571e-05+1.85231320883027e-05i
0.000143248102358189+3.87400590702859e-05i,-4.9917083019101e-05+9.7480934494266e-05i,-0.000234758915685637+-0.000406971849850792i,0.000124687519141845+9.41562058654586e-05i,0.000713406039396232+-0.000518423635216473i,0.000206765457376994+-0.000161043728393675i,-6.24034865941747e-05+0.000304408107307555i,-9.78557527330927e-05+-2.85440305273966e-05i
-0.000352628119491673+9.06152154029213e-05i,-0.000180439099907855+0.000140773407156567i,0.000214869807136755+0.000489832111181962i,-2.61562268268079e-05+-5.00670397113953e-05i,0.000526392911500604+-0.000414363448051604i,-0.000200198862982035+0.000137155501163353i,-0.000125118575636993+0.000121123353289035i,0.000197936398463913+5.59961832952857e-05i
-0.00062355068746832+-0.000160792836842963i,0.000300697474266504+-0.000164540690450166i,-3.26867415576017e-05+-0.000186410959006171i,-0.000103743703592455+-2.73116994642415e-05i,0.000174260717787931+-0.000419832973894545i,-7.99763799616922e-05+9.48151802086936e-05i,0.000216901971977123+-0.000482318960585652i,-0.000165277265407227+-8.3269433961111e-05i
-0.000589552588299399+-0.000226407967250158i,-0.000110342404777076+-2.63533935773542e-05i,-0.00012553309814884+-0.000285502231936307i,0.000196872184798397+-1.12413338808971e-05i,-0.000337256136353138+-0.000495871198820042i,0.000333721713982249+-0.000124638773840134i,-0.0001196642941128+0.000361639374023074i,3.60986372292574e-05+0.000113147299922328i
-0.000172805440674006+4.70778758974847e-05i,-0.000277223484281598+0.00012363275711943i,0.000150763784923771+0.000322275325519608i,-0.000195670968674952+-6.36075774445668e-05i,-0.000654448276209744+-0.000380259466109578i,-0.00030202713871086+0.000115642453351267i,-3.55372695663115e-05+9.24870293929457e-06i,9.3665733445979e-05+-5.25753558841597e-05i
0.00033214566704447+-2.49723008134735e-05i,0.000405233920439867+-0.000110526135639344i,-6.15400557573247e-05+-0.00019864591726122i,0.000111363992568768+5.66166973482584e-05i,-0.000555360436716118+-0.000195090407357041i,-9.22816628762846e-05+0.000177721937029787i,0.000161936312245725+-0.000114486108003724i,-0.000223564596212619+7.20501979106487e-05i
0.000562459059625556+-0.000258356622950346i,-0.000119212074590427+-9.50042980791289e-05i,-0.000101424621682885+0.000115550016861393i,3.45597604879517e-05+-7.41081117440785e-05i,-0.000130877826886613+-0.000210565030818121i,0.000385359569381689+-7.93859477757426e-05i,-0.000184016372127507+0.00023132585025195i,0.000211104076555671+1.86395825005893e-05i
0.000423071258148568+-0.00023180841469605i,-0.000238517611995507+0.000174382565746293i,0.000255131376403812+0.000110742534890864i,-0.000153137213074777+0.000107832247119372i,0.000210184758706493+-0.000314187552925157i,-0.000309640528321728+-1.57710076397307e-05i,6.99459177998863e-05+-0.000232533130562162i,-0.000159998026370153+-2.75862897717247e-05i
0.000272163023295087+-0.000224975577789344i,0.000367168338353029+4.60441027246341e-06i,-0.000248947252863676+-0.000210285222220982i,0.000208571202913658+-6.42104076550082e-05i,0.000309728159655384+-0.000450077590681257i,8.03166206062473e-06+0.000220422457829108i,0.000204642048549264+4.67872397208545e-05i,-1.55521423625617e-05+6.10912516093778e-05i
7.48066327665367e-05+-0.000277903706063004i,-0.000232715440495644+-0.00019484448128152i,2.27511280841894e-06+0.00016918415793846i,-0.000179319838861134+4.4707685088213e-05i,0.000411854070989717+-0.000499484869225157i,0.000288912713984128+-2.02155129051523e-05i,-0.000306140764352806+9.69176146245631e-05i,0.000105045102343332+-8.35672522265295e-05i
-0.000223493239523487+-0.000289035184483923i,-8.27984237674126e-05+0.000112749622643839i,0.000220278374217585+-5.80414642713121e-05i,6.58299285254693e-05+-1.56949082255701e-05i,0.000407655760544349+-0.00045166419995416i,-0.000391090136346338+-0.000132875593263033i,0.000192685670547901+-0.000226524930206174i,-0.000224585514974559+6.44688279717113e-05i
-0.000456092080785924+-0.000541789887566923i,0.000380595146623768+0.000153806202835639i,-0.000268666748441615+-0.000201267717457057i,3.87640526694103e-05+-5.79052182639986e-05i,7.81947994536337e-05+-0.000434303097924168i,0.000120965920446527+0.000203739712039904i,8.64893207847322e-05+0.000204184893258626i,0.000160610243537681+-6.94859196965903e-05i
-0.000331128962511444+-0.00071954768364373i,-0.000303511229148804+-0.00017553508937316i,2.96427211048034e-05+0.000304883740326983i,-0.00016930729161669+6.43574022783671e-05i,-0.000289569073503616+-9.10370769304927e-05i,0.000223239084896196+0.000148511042645181i,-0.000236598684471659+8.05349538370379e-05i,-0.000105818663487201+6.85082695061693e-05i
9.34018498362122e-05+-0.000658948133744571i,-2.74861465065341e-05+-4.91808315233916e-05i,0.000154376522786949+-0.000103738591221507i,0.000147131902883725+-9.76645541323527e-05i,-0.000341419889021736+0.000187953981397367i,-0.00035296252144977+-0.000137096636749667i,0.000147663123437602+-0.000326799288697901i,-3.73408309710336e-05+-3.39892029871365e-05i
0.000247193172245788+-0.000537346073273216i,0.000246671813507419+0.00012151983075145i,-0.000224213699680248+-0.000258449304608807i,-0.000151878042766175+7.3961136300943e-05i,1.09367377874179e-05+0.000159084194076242i,0.000194197152009464+2.73468593400567e-05i,-7.6438372282937e-06+0.000293241052310351i,0.000154473453408356+-6.73811061554328e-06i
5.00744339273327e-05+-0.000358047204496741i,-0.000293357265534728+-5.5515586207941e-05i,0.000181561267214946+0.00044338666265941i,-6.35855491895191e-06+-8.3321375144645e-05i,0.000153399962905284+0.000300305797249385i,0.000101208964639697+0.000125440853613197i,-0.00015307759734924+0.000111606823057247i,-0.000153273903172462+2.28046446504819e-05i
